"NPI","State","total_synthetic","total_opioids","percent_synthetic","percent_deaths"
"1154373785","NC","99","231","0.42857142857142855","0.00013789517935512173"
"1154380921","IN","15","28","0.5357142857142857","0.00017836211832104634"
"1154382604","PA","317","743","0.4266487213997308","0.00021387525921219534"
"1154382802","AR","32","202","0.15841584158415842","0.00012029575183662215"
"1154382919","MI","0","49","0","0.00017805853942278718"
"1154383131","CO","14","115","0.12173913043478261","0.00017064111137284096"
"1154383438","GA","0","118","0","0.000120694540033208"
"1154386886","TN","0","31","0","0.00019535164681900091"
"1154387033","FL","12","57","0.21052631578947367","0.0001347117506083509"
"1154387256","CA","122","686","0.17784256559766765","0.00011794162977175439"
"1154387595","CA","0","64","0","0.00011794162977175439"
"1154388601","TX","13","42","0.30952380952380953","9.83432025015849e-05"
"1154389849","FL","0","0","0","0.0001347117506083509"
"1154392447","WI","53","87","0.6091954022988506","0.00014853606648982808"
"1154393882","FL","0","140","0","0.0001347117506083509"
"1154394591","PA","11","24","0.4583333333333333","0.00021387525921219534"
"1154395606","NM","0","0","0","0.0002623140124117208"
"1154396349","CT","0","18","0","0.00017324419923917154"
"1154397065","SC","23","70","0.32857142857142857","0.00014681123279758752"
"1154397529","PA","0","0","0","0.00021387525921219534"
"1154404176","NC","139","835","0.1664670658682635","0.00013789517935512173"
"1154407237","CA","0","30","0","0.00011794162977175439"
"1154409134","TX","0","16","0","9.83432025015849e-05"
"1154419497","MI","0","0","0","0.00017805853942278718"
"1154422590","MS","0","30","0","0.00011232923699362832"
"1154423267","FL","165","165","1","0.0001347117506083509"
"1154423275","TN","0","96","0","0.00019535164681900091"
"1154429033","TN","118","222","0.5315315315315315","0.00019535164681900091"
"1154430833","CA","0","0","0","0.00011794162977175439"
"1154435279","GA","41","129","0.3178294573643411","0.000120694540033208"
"1154438190","PA","0","14","0","0.00021387525921219534"
"1154438364","WI","0","46","0","0.00014853606648982808"
"1154447381","CA","0","0","0","0.00011794162977175439"
"1154447415","TX","0","48","0","9.83432025015849e-05"
"1154471118","CA","95","1295","0.07335907335907337","0.00011794162977175439"
"1154472579","PA","50","252","0.1984126984126984","0.00021387525921219534"
"1154473833","WA","14","126","0.1111111111111111","0.00014043078254228773"
"1154480671","PA","106","418","0.2535885167464115","0.00021387525921219534"
"1154481018","OH","0","12","0","0.00023714852065646582"
"1154485514","OR","0","82","0","0.00013282223067557407"
"1154492148","NY","0","0","0","0.00011704163328647767"
"1154492296","NY","0","12","0","0.00011704163328647767"
"1154497642","NY","0","12","0","0.00011704163328647767"
"1154499531","FL","0","43","0","0.0001347117506083509"
"1154500882","RI","0","45","0","0.00023490006286191965"
"1154509735","IL","144","371","0.3881401617250674","0.00013235383731035268"
"1154511707","PA","0","17","0","0.00021387525921219534"
"1154512374","MI","0","0","0","0.00017805853942278718"
"1154515385","CA","0","19","0","0.00011794162977175439"
"1154518900","VA","65","216","0.30092592592592593","0.00011863825078794562"
"1154520104","FL","0","17","0","0.0001347117506083509"
"1154523231","TX","206","1253","0.16440542697525937","9.83432025015849e-05"
"1154523389","CA","0","0","0","0.00011794162977175439"
"1154532885","LA","0","16","0","0.00016798292930231954"
"1154542512","FL","0","38","0","0.0001347117506083509"
"1154546166","AR","50","440","0.11363636363636363","0.00012029575183662215"
"1154551331","AZ","0","11","0","0.00018274765551810394"
"1154551851","NY","0","0","0","0.00011704163328647767"
"1154551992","FL","93","1062","0.08757062146892655","0.0001347117506083509"
"1154554921","CO","0","0","0","0.00017064111137284096"
"1154556462","IL","0","11","0","0.00013235383731035268"
"1154561702","TX","29","93","0.3118279569892473","9.83432025015849e-05"
"1154561884","CT","0","26","0","0.00017324419923917154"
"1154566016","CA","0","37","0","0.00011794162977175439"
"1154567709","MD","25","48","0.5208333333333334","0.00018047454347530552"
"1154570844","RI","0","0","0","0.00023490006286191965"
"1154571263","WA","0","25","0","0.00014043078254228773"
"1154574119","IL","0","0","0","0.00013235383731035268"
"1154580629","CA","0","0","0","0.00011794162977175439"
"1154582252","WA","28","361","0.07756232686980609","0.00014043078254228773"
"1154588820","GA","53","195","0.2717948717948718","0.000120694540033208"
"1154589232","TX","0","0","0","9.83432025015849e-05"
"1154589364","MN","0","41","0","9.538076666211594e-05"
"1154592483","FL","0","14","0","0.0001347117506083509"
"1154592756","CA","0","16","0","0.00011794162977175439"
"1154597706","MA","27","46","0.5869565217391305","0.0001925943368598965"
"1154601318","OH","0","16","0","0.00023714852065646582"
"1154611416","CA","0","0","0","0.00011794162977175439"
"1154616878","MD","0","0","0","0.00018047454347530552"
"1154617017","MI","0","98","0","0.00017805853942278718"
"1154628113","OK","0","74","0","0.00020178841147591733"
"1154642999","FL","0","39","0","0.0001347117506083509"
"1154648921","MN","0","61","0","9.538076666211594e-05"
"1154657716","CA","22","22","1","0.00011794162977175439"
"1154675114","OH","0","0","0","0.00023714852065646582"
"1154676948","OH","0","14","0","0.00023714852065646582"
"1154683118","CA","0","0","0","0.00011794162977175439"
"1154689016","WV","20","20","1","0.000338132258788203"
"1154691228","MI","0","33","0","0.00017805853942278718"
"1154697233","IL","17","57","0.2982456140350877","0.00013235383731035268"
"1154735439","MO","0","0","0","0.00017653372149795232"
"1154753051","NJ","14","122","0.11475409836065574","0.0001407969737977169"
"1154753317","PA","0","57","0","0.00021387525921219534"
"1154757367","CA","0","12","0","0.00011794162977175439"
"1154764975","ME","0","35","0","0.00016261362250452081"
"1164401071","NC","156","275","0.5672727272727273","0.00013789517935512173"
"1164403317","IL","0","19","0","0.00013235383731035268"
"1164404331","MO","0","13","0","0.00017653372149795232"
"1164404505","VA","0","33","0","0.00011863825078794562"
"1164406849","MN","55","135","0.4074074074074074","9.538076666211594e-05"
"1164406922","NC","83","185","0.4486486486486487","0.00013789517935512173"
"1164408134","NY","0","0","0","0.00011704163328647767"
"1164410650","FL","92","1397","0.0658554044380816","0.0001347117506083509"
"1164413118","NV","0","0","0","0.00019533098028196475"
"1164413233","IL","0","14","0","0.00013235383731035268"
"1164414173","IN","17","17","1","0.00017836211832104634"
"1164414231","MD","37","430","0.08604651162790698","0.00018047454347530552"
"1164415386","AZ","258","1112","0.23201438848920863","0.00018274765551810394"
"1164416087","CA","0","71","0","0.00011794162977175439"
"1164417713","TN","24","189","0.12698412698412698","0.00019535164681900091"
"1164420527","FL","110","523","0.21032504780114722","0.0001347117506083509"
"1164422002","IN","0","26","0","0.00017836211832104634"
"1164422507","VA","0","25","0","0.00011863825078794562"
"1164423190","MD","110","191","0.5759162303664922","0.00018047454347530552"
"1164426102","CO","42","290","0.14482758620689656","0.00017064111137284096"
"1164426524","WA","0","141","0","0.00014043078254228773"
"1164428421","KY","23","183","0.12568306010928962","0.00024503474738328144"
"1164429403","IA","0","91","0","8.542539256850857e-05"
"1164432001","OH","44","79","0.5569620253164557","0.00023714852065646582"
"1164432597","NV","41","197","0.20812182741116753","0.00019533098028196475"
"1164439238","NC","12","58","0.20689655172413793","0.00013789517935512173"
"1164441150","GA","0","0","0","0.000120694540033208"
"1164441457","OH","177","382","0.46335078534031415","0.00023714852065646582"
"1164445227","CA","29","57","0.5087719298245614","0.00011794162977175439"
"1164447371","FL","0","11","0","0.0001347117506083509"
"1164447660","GA","37","244","0.15163934426229508","0.000120694540033208"
"1164449666","TX","0","19","0","9.83432025015849e-05"
"1164460887","MI","233","359","0.649025069637883","0.00017805853942278718"
"1164460937","FL","58","84","0.6904761904761905","0.0001347117506083509"
"1164461091","CT","0","54","0","0.00017324419923917154"
"1164463360","OH","29","57","0.5087719298245614","0.00023714852065646582"
"1164465274","TX","0","58","0","9.83432025015849e-05"
"1164466256","OR","47","184","0.2554347826086957","0.00013282223067557407"
"1164468492","FL","52","129","0.40310077519379844","0.0001347117506083509"
"1164469011","NC","183","462","0.3961038961038961","0.00013789517935512173"
"1164469318","MI","0","11","0","0.00017805853942278718"
"1164470720","MS","0","146","0","0.00011232923699362832"
"1164472833","OH","61","86","0.7093023255813954","0.00023714852065646582"
"1164473179","VA","62","81","0.7654320987654321","0.00011863825078794562"
"1164475851","KS","0","108","0","0.00011472181514790993"
"1164476016","PA","112","199","0.5628140703517588","0.00021387525921219534"
"1164476388","WI","34","348","0.09770114942528736","0.00014853606648982808"
"1164478152","NJ","0","31","0","0.0001407969737977169"
"1164478202","AZ","110","438","0.2511415525114155","0.00018274765551810394"
"1164479119","CA","0","0","0","0.00011794162977175439"
"1164479432","ME","0","0","0","0.00016261362250452081"
"1164480455","NC","16","16","1","0.00013789517935512173"
"1164482162","AR","0","126","0","0.00012029575183662215"
"1164488482","VA","12","25","0.48","0.00011863825078794562"
"1164489118","MA","99","265","0.37358490566037733","0.0001925943368598965"
"1164489456","CA","14","14","1","0.00011794162977175439"
"1164489597","CO","12","33","0.36363636363636365","0.00017064111137284096"
"1164489712","OH","159","567","0.2804232804232804","0.00023714852065646582"
"1164492054","NY","0","150","0","0.00011704163328647767"
"1164492500","MI","137","1020","0.13431372549019607","0.00017805853942278718"
"1164495222","MN","14","107","0.1308411214953271","9.538076666211594e-05"
"1164495370","CO","0","0","0","0.00017064111137284096"
"1164495446","NY","0","20","0","0.00011704163328647767"
"1164495487","CT","0","0","0","0.00017324419923917154"
"1164495800","PA","0","86","0","0.00021387525921219534"
"1164496865","IL","0","55","0","0.00013235383731035268"
"1164498317","MN","18","126","0.14285714285714285","9.538076666211594e-05"
"1164503165","MI","24","200","0.12","0.00017805853942278718"
"1164503868","CA","22","205","0.1073170731707317","0.00011794162977175439"
"1164504528","MD","55","270","0.2037037037037037","0.00018047454347530552"
"1164506408","CA","0","0","0","0.00011794162977175439"
"1164507588","FL","13","98","0.1326530612244898","0.0001347117506083509"
"1164509493","TN","0","44","0","0.00019535164681900091"
"1164509766","MO","338","930","0.3634408602150538","0.00017653372149795232"
"1164512844","CO","28","292","0.0958904109589041","0.00017064111137284096"
"1164513578","FL","0","0","0","0.0001347117506083509"
"1164514436","WA","275","1394","0.19727403156384504","0.00014043078254228773"
"1164514634","CA","0","15","0","0.00011794162977175439"
"1164520037","DE","14","38","0.3684210526315789","0.00020415901070376527"
"1164521142","NV","249","2858","0.08712386284114766","0.00019533098028196475"
"1164522538","MO","0","32","0","0.00017653372149795232"
"1164529178","MT","0","109","0","0.00012313269271497737"
"1164531562","PA","28","160","0.175","0.00021387525921219534"
"1164534269","VA","0","29","0","0.00011863825078794562"
"1164534335","WI","12","89","0.1348314606741573","0.00014853606648982808"
"1164535753","FL","72","533","0.1350844277673546","0.0001347117506083509"
"1164538674","IA","213","764","0.2787958115183246","8.542539256850857e-05"
"1164538914","TX","0","63","0","9.83432025015849e-05"
"1164540266","CA","0","49","0","0.00011794162977175439"
"1164542890","KS","0","37","0","0.00011472181514790993"
"1164544045","AR","0","20","0","0.00012029575183662215"
"1164548814","AZ","0","18","0","0.00018274765551810394"
"1164566964","CO","0","29","0","0.00017064111137284096"
"1164567996","MS","16","106","0.1509433962264151","0.00011232923699362832"
"1164570172","WY","0","11","0","0.00018707372077616716"
"1164571162","GA","0","22","0","0.000120694540033208"
"1164576088","TX","0","0","0","9.83432025015849e-05"
"1164580429","OR","25","69","0.36231884057971014","0.00013282223067557407"
"1164581815","CA","88","391","0.22506393861892582","0.00011794162977175439"
"1164583001","MS","0","22","0","0.00011232923699362832"
"1164585766","FL","211","400","0.5275","0.0001347117506083509"
"1164589982","ID","0","18","0","0.00013150255313447502"
"1164592671","SC","65","258","0.25193798449612403","0.00014681123279758752"
"1164592812","NY","0","0","0","0.00011704163328647767"
"1164595450","MD","27","199","0.135678391959799","0.00018047454347530552"
"1164598629","CO","0","91","0","0.00017064111137284096"
"1164599072","CA","0","11","0","0.00011794162977175439"
"1164599825","AL","20","80","0.25","0.0001495741790694624"
"1164601316","OH","0","29","0","0.00023714852065646582"
"1164603049","WV","0","0","0","0.000338132258788203"
"1164604195","CA","0","37","0","0.00011794162977175439"
"1164611000","AZ","65","310","0.20967741935483872","0.00018274765551810394"
"1164612024","CA","0","29","0","0.00011794162977175439"
"1164619524","PA","0","62","0","0.00021387525921219534"
"1164626735","TX","36","259","0.138996138996139","9.83432025015849e-05"
"1164632881","GA","18","18","1","0.000120694540033208"
"1164633111","MO","71","173","0.41040462427745666","0.00017653372149795232"
"1164637658","IN","0","13","0","0.00017836211832104634"
"1164643011","AR","0","19","0","0.00012029575183662215"
"1164645636","CA","0","73","0","0.00011794162977175439"
"1164650107","IL","0","15","0","0.00013235383731035268"
"1164651386","SC","104","218","0.47706422018348627","0.00014681123279758752"
"1164652467","NY","0","11","0","0.00011704163328647767"
"1164657557","MI","34","147","0.23129251700680273","0.00017805853942278718"
"1164664173","VA","0","27","0","0.00011863825078794562"
"1164673893","TX","0","22","0","9.83432025015849e-05"
"1164675559","SC","0","0","0","0.00014681123279758752"
"1164678835","TN","0","0","0","0.00019535164681900091"
"1164680575","OK","0","0","0","0.00020178841147591733"
"1164682803","FL","0","0","0","0.0001347117506083509"
"1164687539","OH","0","12","0","0.00023714852065646582"
"1164688099","TX","69","110","0.6272727272727273","9.83432025015849e-05"
"1164689469","FL","0","19","0","0.0001347117506083509"
"1164689840","PA","49","126","0.3888888888888889","0.00021387525921219534"
"1164694212","WI","22","47","0.46808510638297873","0.00014853606648982808"
"1164701389","OH","0","13","0","0.00023714852065646582"
"1164712071","MA","15","28","0.5357142857142857","0.0001925943368598965"
"1164712931","WA","0","12","0","0.00014043078254228773"
"1164717211","TX","0","25","0","9.83432025015849e-05"
"1164717260","OH","0","0","0","0.00023714852065646582"
"1164717930","PA","24","57","0.42105263157894735","0.00021387525921219534"
"1164726279","OK","36","144","0.25","0.00020178841147591733"
"1164741484","KS","0","82","0","0.00011472181514790993"
"1164743191","NC","0","0","0","0.00013789517935512173"
"1164757779","MA","78","78","1","0.0001925943368598965"
"1164761003","RI","18","229","0.07860262008733625","0.00023490006286191965"
"1164761979","MN","0","0","0","9.538076666211594e-05"
"1164765277","OH","0","72","0","0.00023714852065646582"
"1164771002","TX","21","47","0.44680851063829785","9.83432025015849e-05"
"1164778304","WV","83","83","1","0.000338132258788203"
"1164784377","IN","29","29","1","0.00017836211832104634"
"1164784450","TX","0","13","0","9.83432025015849e-05"
"1164790671","CA","0","38","0","0.00011794162977175439"
"1164790721","TX","13","25","0.52","9.83432025015849e-05"
"1164860086","IN","0","0","0","0.00017836211832104634"
"1164860110","WV","0","0","0","0.000338132258788203"
"1164861944","IN","0","36","0","0.00017836211832104634"
"1174500052","CT","31","31","1","0.00017324419923917154"
"1174500482","KY","0","0","0","0.00024503474738328144"
"1174500540","TX","145","1297","0.1117964533538936","9.83432025015849e-05"
"1174501381","MD","0","80","0","0.00018047454347530552"
"1174502314","GA","0","188","0","0.000120694540033208"
"1174505275","NY","0","28","0","0.00011704163328647767"
"1174505887","TX","55","844","0.06516587677725119","9.83432025015849e-05"
"1174506604","OR","86","359","0.2395543175487465","0.00013282223067557407"
"1174506794","TN","0","55","0","0.00019535164681900091"
"1174507800","AL","699","2353","0.29706757331066724","0.0001495741790694624"
"1174509103","CA","11","61","0.18032786885245902","0.00011794162977175439"
"1174509376","NH","17","46","0.3695652173913043","0.0002523689815853759"
"1174512008","NM","50","446","0.11210762331838565","0.0002623140124117208"
"1174512263","AZ","1265","3250","0.3892307692307692","0.00018274765551810394"
"1174512651","TX","0","38","0","9.83432025015849e-05"
"1174512685","CA","67","521","0.12859884836852206","0.00011794162977175439"
"1174515084","MI","240","1124","0.21352313167259787","0.00017805853942278718"
"1174515381","MI","66","170","0.38823529411764707","0.00017805853942278718"
"1174516520","IL","0","40","0","0.00013235383731035268"
"1174516686","VA","0","11","0","0.00011863825078794562"
"1174516751","IN","16","78","0.20512820512820512","0.00017836211832104634"
"1174518120","FL","25","41","0.6097560975609756","0.0001347117506083509"
"1174518336","OK","0","0","0","0.00020178841147591733"
"1174519441","FL","0","21","0","0.0001347117506083509"
"1174521363","NY","0","0","0","0.00011704163328647767"
"1174521504","OH","0","0","0","0.00023714852065646582"
"1174521629","PA","31","259","0.11969111969111969","0.00021387525921219534"
"1174522148","IL","25","97","0.25773195876288657","0.00013235383731035268"
"1174522379","IL","0","13","0","0.00013235383731035268"
"1174524052","OR","151","535","0.2822429906542056","0.00013282223067557407"
"1174527972","KS","328","3691","0.08886480628555947","0.00011472181514790993"
"1174529531","TX","0","17","0","9.83432025015849e-05"
"1174529622","NY","0","0","0","0.00011704163328647767"
"1174533137","RI","70","190","0.3684210526315789","0.00023490006286191965"
"1174533319","CA","0","54","0","0.00011794162977175439"
"1174533673","IL","0","16","0","0.00013235383731035268"
"1174535082","NC","30","134","0.22388059701492538","0.00013789517935512173"
"1174536726","CA","17","17","1","0.00011794162977175439"
"1174540694","CT","41","362","0.1132596685082873","0.00017324419923917154"
"1174543532","MD","44","201","0.21890547263681592","0.00018047454347530552"
"1174543540","CA","14","96","0.14583333333333334","0.00011794162977175439"
"1174543565","FL","0","0","0","0.0001347117506083509"
"1174544787","NV","0","11","0","0.00019533098028196475"
"1174545230","TX","0","18","0","9.83432025015849e-05"
"1174546287","SC","297","1050","0.28285714285714286","0.00014681123279758752"
"1174547152","NY","0","50","0","0.00011704163328647767"
"1174547921","NY","0","0","0","0.00011704163328647767"
"1174548440","NY","0","0","0","0.00011704163328647767"
"1174550016","OH","76","593","0.1281618887015177","0.00023714852065646582"
"1174552012","MD","0","36","0","0.00018047454347530552"
"1174555080","FL","0","20","0","0.0001347117506083509"
"1174555742","IL","107","255","0.4196078431372549","0.00013235383731035268"
"1174557854","OH","95","277","0.34296028880866425","0.00023714852065646582"
"1174558829","FL","13","13","1","0.0001347117506083509"
"1174559603","RI","0","0","0","0.00023490006286191965"
"1174561195","WI","0","39","0","0.00014853606648982808"
"1174562888","OH","55","111","0.4954954954954955","0.00023714852065646582"
"1174563449","FL","86","308","0.2792207792207792","0.0001347117506083509"
"1174565089","TX","0","80","0","9.83432025015849e-05"
"1174565527","CA","82","82","1","0.00011794162977175439"
"1174566160","TX","15","37","0.40540540540540543","9.83432025015849e-05"
"1174566756","MD","0","15","0","0.00018047454347530552"
"1174567168","GA","13","90","0.14444444444444443","0.000120694540033208"
"1174569081","NY","0","58","0","0.00011704163328647767"
"1174570998","LA","0","59","0","0.00016798292930231954"
"1174573976","NY","0","667","0","0.00011704163328647767"
"1174574677","OR","125","614","0.20358306188925082","0.00013282223067557407"
"1174574800","SD","0","30","0","7.456706715888821e-05"
"1174582233","LA","49","575","0.08521739130434783","0.00016798292930231954"
"1174583132","MI","0","75","0","0.00017805853942278718"
"1174584692","NC","17","91","0.18681318681318682","0.00013789517935512173"
"1174585855","NJ","20","384","0.052083333333333336","0.0001407969737977169"
"1174587232","PA","37","124","0.29838709677419356","0.00021387525921219534"
"1174588941","AZ","0","11","0","0.00018274765551810394"
"1174589642","CA","0","0","0","0.00011794162977175439"
"1174593164","VA","15","46","0.32608695652173914","0.00011863825078794562"
"1174594881","WA","0","26","0","0.00014043078254228773"
"1174597314","GA","0","19","0","0.000120694540033208"
"1174598742","MA","117","829","0.1411338962605549","0.0001925943368598965"
"1174600118","FL","0","0","0","0.0001347117506083509"
"1174601066","CA","306","904","0.33849557522123896","0.00011794162977175439"
"1174603864","NC","0","25","0","0.00013789517935512173"
"1174608210","MT","64","248","0.25806451612903225","0.00012313269271497737"
"1174610430","WA","0","61","0","0.00014043078254228773"
"1174613392","NJ","0","0","0","0.0001407969737977169"
"1174619282","CA","38","176","0.2159090909090909","0.00011794162977175439"
"1174621726","WV","24","24","1","0.000338132258788203"
"1174622708","CA","77","474","0.16244725738396623","0.00011794162977175439"
"1174623862","IL","0","73","0","0.00013235383731035268"
"1174626097","CA","123","500","0.246","0.00011794162977175439"
"1174629422","NY","30","53","0.5660377358490566","0.00011704163328647767"
"1174633093","TN","0","11","0","0.00019535164681900091"
"1174633622","NY","340","768","0.4427083333333333","0.00011704163328647767"
"1174635536","MD","117","230","0.508695652173913","0.00018047454347530552"
"1174639249","IN","133","822","0.16180048661800486","0.00017836211832104634"
"1174639751","NY","0","16","0","0.00011704163328647767"
"1174639983","NC","15","123","0.12195121951219512","0.00013789517935512173"
"1174644538","TN","41","175","0.2342857142857143","0.00019535164681900091"
"1174657456","FL","60","60","1","0.0001347117506083509"
"1174663140","CO","0","0","0","0.00017064111137284096"
"1174664676","NE","0","20","0","6.689800890118148e-05"
"1174671283","ID","0","11","0","0.00013150255313447502"
"1174673248","FL","0","74","0","0.0001347117506083509"
"1174678072","FL","0","0","0","0.0001347117506083509"
"1174679179","NY","0","0","0","0.00011704163328647767"
"1174682637","IL","86","165","0.5212121212121212","0.00013235383731035268"
"1174684666","CA","0","0","0","0.00011794162977175439"
"1174689335","CA","0","34","0","0.00011794162977175439"
"1174690358","FL","0","52","0","0.0001347117506083509"
"1174694673","MI","41","321","0.1277258566978193","0.00017805853942278718"
"1174696884","IL","0","0","0","0.00013235383731035268"
"1174698542","MA","108","473","0.22832980972515857","0.0001925943368598965"
"1174702021","IL","58","146","0.3972602739726027","0.00013235383731035268"
"1174703722","CA","0","0","0","0.00011794162977175439"
"1174712624","CA","16","155","0.1032258064516129","0.00011794162977175439"
"1174715304","WI","0","31","0","0.00014853606648982808"
"1174724058","CA","13","147","0.08843537414965986","0.00011794162977175439"
"1174724207","IN","138","206","0.6699029126213593","0.00017836211832104634"
"1174726582","CO","0","29","0","0.00017064111137284096"
"1174727580","MI","0","0","0","0.00017805853942278718"
"1174729560","TX","40","74","0.5405405405405406","9.83432025015849e-05"
"1174732952","WA","0","0","0","0.00014043078254228773"
"1174733521","NY","0","14","0","0.00011704163328647767"
"1174734255","VA","0","20","0","0.00011863825078794562"
"1174737225","CA","46","173","0.2658959537572254","0.00011794162977175439"
"1174739445","PA","21","63","0.3333333333333333","0.00021387525921219534"
"1174744072","CA","41","163","0.25153374233128833","0.00011794162977175439"
"1174744817","KY","82","199","0.4120603015075377","0.00024503474738328144"
"1174746564","MO","0","28","0","0.00017653372149795232"
"1174747828","HI","0","22","0","0.00011181906109024297"
"1174747968","CA","0","18","0","0.00011794162977175439"
"1174748909","NY","0","0","0","0.00011704163328647767"
"1174756365","TX","15","15","1","9.83432025015849e-05"
"1174756696","WI","0","11","0","0.00014853606648982808"
"1174759690","AZ","0","0","0","0.00018274765551810394"
"1174772982","NY","15","47","0.3191489361702128","0.00011704163328647767"
"1174776611","AL","0","99","0","0.0001495741790694624"
"1174779862","FL","0","0","0","0.0001347117506083509"
"1174786297","NJ","131","218","0.6009174311926605","0.0001407969737977169"
"1174789077","MA","0","33","0","0.0001925943368598965"
"1174798300","NV","0","37","0","0.00019533098028196475"
"1174810972","CA","0","11","0","0.00011794162977175439"
"1174814149","PA","12","73","0.1643835616438356","0.00021387525921219534"
"1174815328","VA","0","0","0","0.00011863825078794562"
"1174828016","OK","0","156","0","0.00020178841147591733"
"1174834378","MO","0","12","0","0.00017653372149795232"
"1174842439","OH","12","45","0.26666666666666666","0.00023714852065646582"
"1174842918","TX","0","40","0","9.83432025015849e-05"
"1174843262","OH","17","17","1","0.00023714852065646582"
"1174863963","AL","56","56","1","0.0001495741790694624"
"1174864482","FL","0","27","0","0.0001347117506083509"
"1174868095","CT","20","34","0.5882352941176471","0.00017324419923917154"
"1174870877","OH","29","81","0.35802469135802467","0.00023714852065646582"
"1174889547","TX","0","0","0","9.83432025015849e-05"
"1174892905","UT","100","431","0.23201856148491878","0.00020786853056598153"
"1174895254","NC","24","42","0.5714285714285714","0.00013789517935512173"
"1174895502","MO","0","38","0","0.00017653372149795232"
"1174935753","NJ","0","21","0","0.0001407969737977169"
"1174955900","WI","38","1051","0.03615604186489058","0.00014853606648982808"
"1174956478","GA","17","29","0.5862068965517241","0.000120694540033208"
"1174962807","FL","0","0","0","0.0001347117506083509"
"1184050460","MD","17","17","1","0.00018047454347530552"
"1184051344","CT","0","46","0","0.00017324419923917154"
"1184062234","SD","12","12","1","7.456706715888821e-05"
"1184062911","SC","0","0","0","0.00014681123279758752"
"1184066433","FL","114","114","1","0.0001347117506083509"
"1184066938","CA","0","12","0","0.00011794162977175439"
"1184602450","MS","0","0","0","0.00011232923699362832"
"1184605966","KY","565","2571","0.21975884869700504","0.00024503474738328144"
"1184606766","OH","0","0","0","0.00023714852065646582"
"1184608010","LA","0","0","0","0.00016798292930231954"
"1184609570","MA","0","25","0","0.0001925943368598965"
"1184612673","PA","0","35","0","0.00021387525921219534"
"1184613929","AR","0","51","0","0.00012029575183662215"
"1184617268","OH","23","486","0.047325102880658436","0.00023714852065646582"
"1184623241","AL","100","449","0.22271714922049","0.0001495741790694624"
"1184624355","FL","0","0","0","0.0001347117506083509"
"1184624769","CA","0","14","0","0.00011794162977175439"
"1184624819","IL","0","92","0","0.00013235383731035268"
"1184626749","TX","99","398","0.24874371859296482","9.83432025015849e-05"
"1184627838","LA","251","851","0.29494712103407755","0.00016798292930231954"
"1184628927","CA","674","917","0.7350054525627044","0.00011794162977175439"
"1184631632","IL","72","394","0.18274111675126903","0.00013235383731035268"
"1184632762","AR","0","0","0","0.00012029575183662215"
"1184636037","UT","0","48","0","0.00020786853056598153"
"1184638702","GA","134","507","0.26429980276134124","0.000120694540033208"
"1184645673","AZ","0","51","0","0.00018274765551810394"
"1184651465","OH","45","175","0.2571428571428571","0.00023714852065646582"
"1184651838","FL","74","131","0.5648854961832062","0.0001347117506083509"
"1184658528","CT","14","25","0.56","0.00017324419923917154"
"1184660490","MI","169","496","0.3407258064516129","0.00017805853942278718"
"1184660979","GA","0","25","0","0.000120694540033208"
"1184663163","TX","0","189","0","9.83432025015849e-05"
"1184663395","PA","61","282","0.21631205673758866","0.00021387525921219534"
"1184665580","MS","33","129","0.2558139534883721","0.00011232923699362832"
"1184666034","GA","0","46","0","0.000120694540033208"
"1184666547","CA","0","31","0","0.00011794162977175439"
"1184667842","CA","118","408","0.28921568627450983","0.00011794162977175439"
"1184668535","AL","19","213","0.0892018779342723","0.0001495741790694624"
"1184668642","IN","0","0","0","0.00017836211832104634"
"1184671877","MA","14","57","0.24561403508771928","0.0001925943368598965"
"1184672164","FL","13","25","0.52","0.0001347117506083509"
"1184673782","SC","0","26","0","0.00014681123279758752"
"1184674699","FL","0","0","0","0.0001347117506083509"
"1184675332","TN","117","220","0.5318181818181819","0.00019535164681900091"
"1184676132","FL","27","76","0.35526315789473684","0.0001347117506083509"
"1184677379","IN","45","172","0.2616279069767442","0.00017836211832104634"
"1184680530","AR","88","882","0.09977324263038549","0.00012029575183662215"
"1184681991","CA","0","37","0","0.00011794162977175439"
"1184682239","SC","88","470","0.18723404255319148","0.00014681123279758752"
"1184683062","NC","0","14","0","0.00013789517935512173"
"1184683369","PA","29","113","0.25663716814159293","0.00021387525921219534"
"1184684169","TX","0","14","0","9.83432025015849e-05"
"1184686628","NY","0","12","0","0.00011704163328647767"
"1184690265","PA","69","80","0.8625","0.00021387525921219534"
"1184696007","CA","0","12","0","0.00011794162977175439"
"1184696106","NC","0","14","0","0.00013789517935512173"
"1184696841","NY","53","366","0.1448087431693989","0.00011704163328647767"
"1184701146","NY","0","28","0","0.00011704163328647767"
"1184701757","MO","36","36","1","0.00017653372149795232"
"1184702409","NE","162","257","0.6303501945525292","6.689800890118148e-05"
"1184707440","KY","16","16","1","0.00024503474738328144"
"1184712416","NJ","0","15","0","0.0001407969737977169"
"1184717399","DE","15","15","1","0.00020415901070376527"
"1184720161","NJ","0","22","0","0.0001407969737977169"
"1184720468","CA","0","15","0","0.00011794162977175439"
"1184723413","MI","0","30","0","0.00017805853942278718"
"1184724122","TX","12","12","1","9.83432025015849e-05"
"1184731101","CA","0","0","0","0.00011794162977175439"
"1184739716","IL","107","243","0.4403292181069959","0.00013235383731035268"
"1184741860","MO","0","49","0","0.00017653372149795232"
"1184752024","TN","0","99","0","0.00019535164681900091"
